work_key,title,authors,first_publish_year,subjects,description,cover_url,source
/works/OL308951W,Fruit-gathering,Rabindranath Tagore,1916,"Nobel Prize in literature; Bengali literature; Gitanjali; Tagore, rabindranath, 1861-1941; bub_upload; Poetry (poetic works by one author)","'Fruit Gathering"" are verses of mystical poetry, about the understanding and wisdom of life that the disciple gathers in his journey in search of his Master.
Tagore (1861-1941) was an Indian poet, writer, artist, playwright who profoundly changed and influenced Indian literature. He received the Nobel prize in literature in 1913.
I was reminded of the Sufic poetry of Jalaludin Rumi as I read Tagore's verses.
A good source for more info:http://en.wikipedia.org/wiki/Rabindranath_Tagore",https://covers.openlibrary.org/b/id/10721317-M.jpg,subject:bengali_literature
/works/OL294623W,Green and gold,Humayun Kabir,1957,"Bengali literature; Translations into English; English literature; Social life and customs; Literary collections; Translations; Translations from Bengali; Bengali Short stories; Bengali poetry, translations into english",,https://covers.openlibrary.org/b/id/9305969-M.jpg,subject:bengali_literature
/works/OL20314550W,"Family, School and Nation",Nivedita Sen,2015,"Bengali literature, history and criticism; Children in literature; Bengali literature; History and criticism",,https://covers.openlibrary.org/b/id/8975562-M.jpg,subject:bengali_literature
/works/OL21642006W,Print and Publishing in Colonial Bengal,Tapti Roy,2018,"Publishers and publishing, india; Books and reading; Bengali literature, history and criticism; Printing; History; Publishers and publishing; Bengali literature; Publishing; Imprimerie; Histoire; Littérature bengali; Édition; CRAFTS & HOBBIES; Book Printing & Binding; DESIGN; Book; TECHNOLOGY & ENGINEERING; Technical & Manufacturing Industries & Trades; HISTORY; General; India & South Asia; Social History",,,subject:bengali_literature
/works/OL24830530W,"Knowing Asia, Being Asian",Sarvani Gooptu,2021,Literature; Bengali periodicals; History; Bengali literature; History and criticism; Asia; Press coverage; Nationalism; Littérature bengali; Histoire et critique; Nationalisme; Couverture de presse; Histoire; HISTORY / General; POLITICAL SCIENCE / General; SOCIAL SCIENCE / General,,https://covers.openlibrary.org/b/id/11644996-M.jpg,subject:bengali_literature
/works/OL25284627W,World Literature Decentered,Ian Almond,2021,"Comparative literature; Themes, motives; Mexican literature; History and criticism; Turkish literature; Bengali literature; Littérature comparée; Thèmes, motifs; Littérature mexicaine; Histoire et critique; Littérature turque; Littérature bengali; LITERARY CRITICISM / Books & Reading",,,subject:bengali_literature
/works/OL323912W,Obscure religious cults,Shashi Bhushan Dasgupta,1962,Buddhist sects; History and criticism; Bengali literature; Sufism; Sahajiyā; Religion; Bauls; Nātha sect; Culte; Sectes bouddhiques; Littérature bengali; Histoire et critique,,https://covers.openlibrary.org/b/id/5418882-M.jpg,subject:bengali_literature
/works/OL307359W,History of Bengali literature,Sukumar Sen,1960,History and criticism; Bengali literature; Bengali literature--history and criticism; Pk1701 .s483 1992,,https://covers.openlibrary.org/b/id/4889513-M.jpg,subject:bengali_literature
/works/OL22147603W,Women and Literary Narratives in Colonial India,Sukla Chatterjee,2018,"Indo-iranian philology; Indian literature, women authors; Bengali literature, history and criticism; Bengali literature; Women authors; History and criticism; Gaze in literature; Littérature bengali; Histoire et critique; Regard dans la littérature; LITERARY CRITICISM; Asian; Indic; Colonization in literature",,,subject:bengali_literature
/works/OL1770420W,Bengali literature,Jyotish Chandra Ghosh,1948,"History and criticism; Bengali literature; Bengali literature, history and criticism",,https://covers.openlibrary.org/b/id/12749050-M.jpg,subject:bengali_literature
/works/OL92417W,Catalogue of Bengali printed books in the library of the British Museum,British Museum. Department of Oriental Printed Books and Manuscripts.,1886,Bengali language; Bibliography; Bengali literature; Imprints; Catalogs,,https://covers.openlibrary.org/b/id/5578645-M.jpg,subject:bengali_literature
/works/OL15242870W,The Bengali Ramayanas,Dinesh Chandra Sen,1920,Bengali literature,,https://covers.openlibrary.org/b/id/5671730-M.jpg,subject:bengali_literature
/works/OL303026W,Sāhitya bhābanā,Narayan Chaudhuri,1978,History and criticism; Bengali literature,,,subject:bengali_literature
/works/OL20315245W,The Invention of Private Life,Sudipta Kaviraj,2014,"Bengali literature, history and criticism; Literature and society; Bengali literature; History and criticism","""The essays in this volume, which lie at the intersection of the study of literature, social theory, and intellectual history, locate serious reflections on modernity's complexities in the vibrant currents of modern Indian literature, particularly in the realms of fiction, poetry, and autobiography. Sudipta Kaviraj shows that Indian writers did more than adopt new literary trends in the nineteenth and twentieth centuries. They deployed these innovations to interrogate fundamental philosophical questions of modernity. Issues central to modern European social theory grew into significant themes within Indian literary reflection, such as the influence of modernity on the nature of the self, the nature of historicity, the problem of evil, the character of power under the conditions of modern history, and the experience of power as felt by an individual subject of the modern state. How does modern politics affect the personality of a sensitive individual? Is love possible between intensely self-conscious people, and how do individuals cope with the transience of affections or the fragility of social ties? Kaviraj argues that these inquiries inform the heart of modern Indian literary tradition and that writers, such as Bankimchandra Chattopadhyay, Rabindranath Tagore, and Sibnath Sastri, performed immeasurably important work helping readers to think through the predicament of modern times"" -- From the publisher.",https://covers.openlibrary.org/b/id/8976394-M.jpg,subject:bengali_literature
/works/OL308897W,"The housewarming, and other selected writings",Rabindranath Tagore,1965,"Translations into English; Bengali literature; Indic literature, translations into english; Indic Short stories",,,subject:bengali_literature
/works/OL5839621W,Colonial childhoods,Satadru Sen,2005,"Bengali literature; Childhood; Children in literature; History; Middle class; Social conditions; Upper class; Children, india; India, social conditions; India, history, british occupation, 1765-1947; Children",,https://covers.openlibrary.org/b/id/2024263-M.jpg,subject:bengali_literature
/works/OL248899W,"Bengali prose style, 1800-1857",Dinesh Chandra Sen,1921,Bengali literature,,https://covers.openlibrary.org/b/id/5663818-M.jpg,subject:bengali_literature
/works/OL302109W,Bengali literature,Annadasankar Ray,1942,Bengali literature; History and criticism; Translations into English,History of Bengali literature; includes an anthology of Bengali prose and poems translated into English by Lila Ray.,,subject:bengali_literature
/works/OL344022W,An acre of green grass,Buddhadeva Bose,1948,History and criticism; Bengali literature,,https://covers.openlibrary.org/b/id/7090636-M.jpg,subject:bengali_literature
/works/OL329712W,Hīrera nākachābi,Sāgaramaẏa Ghosha,1979,"Biography; Authors, Bengali; History and criticism; Bengali literature; Journalists; Bengali Authors","Articles, most on Bengali authors and literature.",,subject:bengali_literature
/works/OL24077868W,History of Bengali language and literature,Dineshchandra Sen,1911,Bengali literature; History and criticism; Bengali language; History,,,subject:bengali_literature
/works/OL44147W,Jībanera sapakshe,Manoranjan Chattyopadhayay,1980,Bengali literature; History and criticism; Literature,,,subject:bengali_literature
/works/OL52276W,Kīrtiryasya,Bhabatosha Datta,1979,Bengali literature; History and criticism; Intellectual life; Intellectuals; Philosophy; Social reformers; Social sciences,On the life and works of some 19th and 20th century Bengali litterateurs and intellectuals.,,subject:bengali_literature
/works/OL52009W,Musalima Bāṃlā sāhitya,Mustāphā Nūraula Isalāma,1968,Bengali literature; History and criticism; Muslim authors,Critical essays on Bengali literature by Muslim authors from Bangladesh.,,subject:bengali_literature
/works/OL13694975W,Nirbācita prabandha,Ānu Māhamuda,2008,History and criticism; Bengali literature,Articles on the works of some 20th century Bengali authors chiefly from Bangladesh.,,subject:bengali_literature
/works/OL13745191W,Nationalizing the body,Projit Bihari Mukharji,2009,"Bengali (South Asian people); Bengali literature; Colonization; Healers; Health and hygiene; Human Body; Indigenous physicians; Medical literature; Medical policy; Medicine; Public health; Social aspects of Human body; Social aspects of the Human body; Social conditions; Traditional medicine; Traditional medicine, asia; Human body, social aspects; Public health, asia; South asia, social conditions; History; Social medicine; Indigenous Health Services; Health Policy; History, 19th Century; History, 20th Century; Physicians; Guérisseurs; Médecins autochtones; Médecine; Histoire; Corps humain; Aspect social; Bengali (Peuple d'Asie méridionale); Santé et hygiène; Documentation; Littérature bengali; Santé publique; Politique sanitaire; Social aspects","""[Book title] revisits the history of 'western' medicine in colonial South Asia through the lives, writings and practice of the numerous Bengali daktars who adopted and practised it. Refusing to see 'western' medicine as an alienated appendage of the colonial state, this book explores how 'western' medicine was vernacularised. It argues that a burgeoning medical market and a medical publishing industry together gave daktari medicine a social identity which did not solely derive from its association with the state. Accessing many of the best-known ideas and episodes of colonial South Asian medical history, it seeks to understand how daktari medicine re-positioned the colonized bodies as nationalized bodies.""--Back cover.",https://covers.openlibrary.org/b/id/9093058-M.jpg,subject:bengali_literature
/works/OL19277674W,GALPA: SHORT STORIES BY WOMEN FROM BANGLADESH; ED. BY FIRDOUS AZIM,"Firdous Azim, Niaz Zaman",2005,"Translations into English; Bengali Short stories; Women authors; Bengali fiction; Bengali literature; Short stories, indic; Short stories, women authors","""This anthology of translated short stories is representative of the variety of issues that women from Bangladesh tackle in their writings. It includes stories about the 1971 War of Liberation, women's 'honour', mother-daughter relationships, the vagaries of marriage and contemporary political corruption.""--BOOK JACKET.",https://covers.openlibrary.org/b/id/14604827-M.jpg,subject:bengali_literature
/works/OL63093W,The Bengali Ramayanas,Dineshchandra Sen,1920,History and criticism; Bengali literature; Rama (Hindu deity) in literature; Rāma (Hindu deity) in literature; In literature,,,subject:bengali_literature
/works/OL63095W,History of Bengali language and literature,Dineshchandra Sen,1911,Bengali language; Bengali literature; Bengali philology; History and criticism; History,,https://covers.openlibrary.org/b/id/5828925-M.jpg,subject:bengali_literature
/works/OL4757914W,Uniśa śatakera madhyaśreṇī o Bāṅalā sāhitya,Ābula Kāsema Phajalula Haka,1979,Bengali literature; History and criticism; Middle class,On the Bengali middle class people and Bengali literature of the 19th century; historical study.,,subject:bengali_literature
/works/OL4424269W,"Bihāre Bāṃlā sāhitya, 1841-1941",Nandadulāla Rāẏa,1980,Bengali literature; History and criticism,"History of Bengali literature in Bihar, 1841-1941.",,subject:bengali_literature
/works/OL2313530W,Ḍālapālāra śikaṛa,Aruṇa Sena,1992,Civilization; Bengali literature; History and criticism,Articles chiefly on Bengali literature and culture.,,subject:bengali_literature
/works/OL2601742W,Bāṃlā sāhityera itihāsa prasaṅga,Ājahāra Isalāma.,1969,"Authors, Bengali; Bengali Authors; Bengali literature; History and criticism; Biography",,,subject:bengali_literature
/works/OL11511W,"Sāhityera mātrā, dvāndvika sūtra",Bimal Kumar Mukhopadhyay,1981,Bengali literature; Communist aesthetics; History and criticism,On the fundamentals of Marxist aesthetics; with reference to Bengali literature.,,subject:bengali_literature
/works/OL1049565W,A Challenging Decade,Lila Ray,1953,History and criticism; Bengali literature,,,subject:bengali_literature
/works/OL12919211W,Pragati,Radhanath Rath,1971,Bengali literature,,,subject:bengali_literature
/works/OL302569W,Bhūmikā-lipi,"Chatterji, Suniti Kumar",1993,History and criticism; Bengali literature,Compilation of the author's introductions to the various literary works written by Bengali writers.,,subject:bengali_literature
/works/OL302641W,Bāṃlā sāhityera samagra itihāsa,Kshetra Gupta,1992,History and criticism; Bengali literature,History of Bengali literature.,,subject:bengali_literature
/works/OL307720W,Smr̥ti-bismr̥tira chabi,Barnik Ray,1998,"Bengali literature; Friends and associates; Authors, Bengali; Biography; History and criticism; Bengali Authors",Author's memoir of his contemporary litterateurs and their works.,,subject:bengali_literature
/works/OL306781W,"Śeksapīẏara, Rabīndranātha, o anyānya",Chittaranjan Bandyopadhyay,1986,History and criticism; Bengali literature,"Articles, most on Bengali literature and authors.",,subject:bengali_literature
/works/OL302743W,"Pādarī Laṅa, Bāṅalā sāhitya o Bāṅālī jībana",Sankar Sen Gupta,1980,Social life and customs; History and criticism; Bengali literature; Biography; Influence; Civilization,,,subject:bengali_literature
/works/OL304393W,Loka-sāhitya,Ashraf Siddiqui,1963,"History and criticism; Folk literature; Folk literature, Bengali; Bengali Folk literature; Bengali literature",,,subject:bengali_literature
/works/OL307564W,Bāṃlā sāhityera itihāsa,Māhabubula Ālama,1976,History and criticism; Bengali literature,,,subject:bengali_literature
